IHP Amount for Owners,Owners Approved,Owners <$10k,Owners $10-25k,Owners $25k - Max,Owners Max,IHP Amount for Renters,Renters Approved,Renters $25k - Max,Renters Max,incidentType,fyDeclared
37645,17.0,17.0,0.0,0.0,0.0,0,0,0,0,Flood,2016.0
2067041,506.0,456.0,37.0,13.0,4.0,480844,195.0,0.0,0.0,Flood,2016.0
95406,12.0,10.0,1.0,1.0,1.0,1112,1.0,0.0,0.0,Flood,2016.0
89646,14.0,12.0,0.0,2.0,0.0,3432,2.0,0.0,0.0,Flood,2016.0
155636,40.0,37.0,2.0,1.0,0.0,52687,16.0,0.0,0.0,Flood,2016.0
36111,5.0,4.0,0.0,1.0,0.0,0,0.0,0.0,0.0,Flood,2016.0
41771,14.0,13.0,1.0,0.0,0.0,3422,2.0,0.0,0.0,Flood,2016.0
6965,4.0,4.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Flood,2016.0
111620,40.0,38.0,1.0,1.0,0.0,723,3.0,0.0,0.0,Severe Storm(s),2016.0
57130,10.0,7.0,3.0,0.0,0.0,5686,2.0,0.0,0.0,Severe Storm(s),2016.0
16863,12.0,12.0,0.0,0.0,0.0,5976,2.0,0.0,0.0,Severe Storm(s),2016.0
103038,25.0,20.0,5.0,0.0,0.0,1536,1.0,0.0,0.0,Severe Storm(s),2016.0
39370,11.0,10.0,0.0,1.0,0.0,0,0.0,0.0,0.0,Severe Storm(s),2016.0
237437,48.0,39.0,9.0,0.0,0.0,3384,2.0,0.0,0.0,Severe Storm(s),2016.0
51146,4.0,2.0,1.0,1.0,1.0,0,0.0,0.0,0.0,Severe Storm(s),2016.0
96108,7.0,2.0,5.0,0.0,0.0,0,0,0,0,Severe Storm(s),2016.0
390118,37.0,24.0,8.0,5.0,2.0,6063,3.0,0.0,0.0,Severe Storm(s),2016.0
15034,5.0,4.0,1.0,0.0,0.0,0,0.0,0.0,0.0,Severe Storm(s),2016.0
71992,6.0,3.0,2.0,1.0,1.0,0,0,0,0,Severe Storm(s),2016.0
529211,55.0,33.0,18.0,4.0,2.0,10218,8.0,0.0,0.0,Flood,2016.0
220611,48.0,42.0,6.0,0.0,0.0,52074,21.0,0.0,0.0,Flood,2016.0
12257,7.0,7.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Flood,2016.0
1645412,111.0,51.0,27.0,33.0,16.0,68658,16.0,0.0,0.0,Flood,2016.0
995629,101.0,61.0,27.0,13.0,5.0,57190,17.0,0.0,0.0,Flood,2016.0
2868082,430.0,320.0,91.0,19.0,7.0,242864,94.0,0.0,0.0,Flood,2016.0
2460863,350.0,260.0,71.0,19.0,5.0,408556,133.0,0.0,0.0,Flood,2016.0
3101352,317.0,198.0,77.0,42.0,13.0,160733,63.0,0.0,0.0,Flood,2016.0
820206,260.0,235.0,21.0,4.0,1.0,75022,48.0,0.0,0.0,Flood,2016.0
293404,63.0,57.0,2.0,4.0,1.0,12820,7.0,0.0,0.0,Flood,2016.0
452560,75.0,59.0,14.0,2.0,1.0,94569,24.0,0.0,0.0,Flood,2016.0
420491,61.0,46.0,11.0,4.0,2.0,65236,14.0,0.0,0.0,Flood,2016.0
302249,96.0,90.0,6.0,0.0,0.0,50579,53.0,0.0,0.0,Flood,2016.0
85648,36.0,33.0,3.0,0.0,0.0,5484,7.0,0.0,0.0,Flood,2016.0
1599775,212.0,154.0,44.0,14.0,2.0,105882,33.0,0.0,0.0,Flood,2016.0
124613,21.0,15.0,6.0,0.0,0.0,3606,4.0,0.0,0.0,Flood,2016.0
483388,48.0,36.0,2.0,10.0,8.0,30530,8.0,0.0,0.0,Flood,2016.0
120147,36.0,33.0,3.0,0.0,0.0,19529,15.0,0.0,0.0,Flood,2016.0
1255345,283.0,253.0,28.0,2.0,0.0,185144,70.0,0.0,0.0,Flood,2016.0
58332,18.0,16.0,2.0,0.0,0.0,38652,23.0,0.0,0.0,Flood,2016.0
3531046,551.0,420.0,113.0,18.0,7.0,913765,276.0,0.0,0.0,Flood,2016.0
2981728,333.0,221.0,78.0,34.0,18.0,222692,88.0,0.0,0.0,Flood,2016.0
17548347,2355.0,1627.0,646.0,82.0,25.0,10629181,2758.0,3.0,0.0,Flood,2016.0
708302,100.0,79.0,11.0,10.0,2.0,49449,25.0,0.0,0.0,Flood,2016.0
171669,28.0,22.0,4.0,2.0,1.0,6789,3.0,0.0,0.0,Flood,2016.0
1603690,268.0,199.0,63.0,6.0,4.0,382760,152.0,0.0,0.0,Flood,2016.0
174669,45.0,40.0,4.0,1.0,0.0,8315,3.0,0.0,0.0,Flood,2016.0
489366,132.0,125.0,7.0,0.0,0.0,104385,23.0,0.0,0.0,Flood,2016.0
5410552,761.0,552.0,185.0,24.0,8.0,673963,178.0,0.0,0.0,Flood,2016.0
9131346,1530.0,1206.0,303.0,21.0,3.0,2797749,828.0,2.0,0.0,Flood,2016.0
1935645,261.0,188.0,55.0,18.0,7.0,86647,35.0,0.0,0.0,Flood,2016.0
4066214,254.0,104.0,71.0,79.0,51.0,124528,31.0,0.0,0.0,Flood,2016.0
4938708,622.0,437.0,140.0,45.0,15.0,1046078,312.0,1.0,0.0,Flood,2016.0
2689012,315.0,216.0,72.0,27.0,11.0,174097,51.0,0.0,0.0,Flood,2016.0
918436,191.0,157.0,33.0,1.0,0.0,82867,38.0,0.0,0.0,Flood,2016.0
1345105,127.0,75.0,33.0,19.0,9.0,139470,33.0,0.0,0.0,Flood,2016.0
12868,7.0,7.0,0.0,0.0,0.0,43720,22.0,0.0,0.0,Flood,2016.0
277197,52.0,42.0,8.0,2.0,0.0,24792,6.0,0.0,0.0,Flood,2016.0
1631027,157.0,98.0,39.0,20.0,4.0,24426,7.0,0.0,0.0,Flood,2016.0
90267,19.0,17.0,1.0,1.0,0.0,0,0.0,0.0,0.0,Flood,2016.0
5402,4.0,4.0,0.0,0.0,0.0,29240,4.0,0.0,0.0,Flood,2016.0
364990,72.0,59.0,11.0,2.0,1.0,65122,24.0,0.0,0.0,Flood,2016.0
93931,23.0,20.0,3.0,0.0,0.0,10808,3.0,0.0,0.0,Flood,2016.0
508113,56.0,38.0,8.0,10.0,1.0,34042,2.0,1.0,1.0,Flood,2016.0
14190473,855.0,296.0,311.0,248.0,101.0,491423,116.0,0.0,0.0,Flood,2016.0
2675143,267.0,169.0,57.0,41.0,16.0,289862,100.0,0.0,0.0,Flood,2016.0
68649,7.0,3.0,4.0,0.0,0.0,4609,2.0,0.0,0.0,Flood,2016.0
112966,25.0,21.0,4.0,0.0,0.0,10241,5.0,0.0,0.0,Flood,2016.0
135849,24.0,21.0,3.0,0.0,0.0,10191,6.0,0.0,0.0,Flood,2016.0
856006,131.0,92.0,38.0,1.0,0.0,139236,50.0,0.0,0.0,Flood,2016.0
135918,19.0,14.0,5.0,0.0,0.0,1103,1.0,0.0,0.0,Flood,2016.0
1821590,155.0,71.0,67.0,17.0,3.0,199434,45.0,0.0,0.0,Flood,2016.0
287716,60.0,50.0,9.0,1.0,0.0,84461,21.0,0.0,0.0,Flood,2016.0
56318,22.0,22.0,0.0,0.0,0.0,1034,1.0,0.0,0.0,Flood,2016.0
155613,26.0,20.0,5.0,1.0,0.0,23828,9.0,0.0,0.0,Flood,2016.0
164669,36.0,30.0,6.0,0.0,0.0,25830,7.0,0.0,0.0,Flood,2016.0
329214,44.0,32.0,9.0,3.0,1.0,23733,7.0,0.0,0.0,Flood,2016.0
85424,19.0,18.0,1.0,0.0,0.0,3951,3.0,0.0,0.0,Flood,2016.0
298734,50.0,40.0,8.0,2.0,0.0,18953,10.0,0.0,0.0,Flood,2016.0
856381,97.0,64.0,26.0,7.0,2.0,30481,10.0,0.0,0.0,Flood,2016.0
458993,82.0,62.0,19.0,1.0,0.0,48027,16.0,0.0,0.0,Flood,2016.0
119244,20.0,16.0,3.0,1.0,0.0,14182,9.0,0.0,0.0,Flood,2016.0
107186,37.0,34.0,3.0,0.0,0.0,8326,10.0,0.0,0.0,Flood,2016.0
56164,16.0,14.0,2.0,0.0,0.0,10662,6.0,0.0,0.0,Flood,2016.0
1391459,247.0,199.0,45.0,3.0,1.0,293162,123.0,0.0,0.0,Flood,2016.0
36704,13.0,12.0,1.0,0.0,0.0,393,1.0,0.0,0.0,Flood,2016.0
739015,72.0,38.0,27.0,7.0,3.0,57297,11.0,0.0,0.0,Flood,2016.0
1059865,144.0,98.0,40.0,6.0,1.0,133722,31.0,0.0,0.0,Flood,2016.0
61576,19.0,18.0,1.0,0.0,0.0,2154,2.0,0.0,0.0,Flood,2016.0
267571,32.0,22.0,7.0,3.0,1.0,14734,3.0,0.0,0.0,Flood,2016.0
136404,25.0,18.0,7.0,0.0,0.0,9327,3.0,0.0,0.0,Flood,2016.0
580002,87.0,64.0,22.0,1.0,0.0,102125,23.0,0.0,0.0,Flood,2016.0
333064,78.0,68.0,9.0,1.0,0.0,34779,15.0,0.0,0.0,Flood,2016.0
29423367,4443.0,3328.0,1023.0,92.0,27.0,18160737,3804.0,4.0,1.0,Flood,2016.0
418254,98.0,86.0,10.0,2.0,2.0,41087,19.0,0.0,0.0,Flood,2016.0
4955281,653.0,464.0,159.0,30.0,12.0,787149,188.0,2.0,0.0,Flood,2016.0
336498,92.0,85.0,6.0,1.0,0.0,16068,7.0,0.0,0.0,Flood,2016.0
277904,89.0,84.0,3.0,2.0,2.0,12044,7.0,0.0,0.0,Flood,2016.0
528194,91.0,71.0,18.0,2.0,1.0,30953,7.0,0.0,0.0,Flood,2016.0
3099287,342.0,217.0,99.0,26.0,12.0,465887,108.0,0.0,0.0,Flood,2016.0
399410,75.0,58.0,15.0,2.0,1.0,151712,43.0,1.0,1.0,Flood,2016.0
76465,10.0,8.0,1.0,1.0,1.0,1900,1.0,0.0,0.0,Flood,2016.0
1128506,116.0,75.0,22.0,19.0,6.0,118594,26.0,0.0,0.0,Flood,2016.0
1104588,175.0,132.0,39.0,4.0,0.0,107082,30.0,0.0,0.0,Flood,2016.0
7900744,856.0,543.0,237.0,76.0,15.0,540922,135.0,1.0,0.0,Flood,2016.0
717681,120.0,98.0,18.0,4.0,1.0,198122,58.0,0.0,0.0,Flood,2016.0
335941,71.0,56.0,15.0,0.0,0.0,26005,9.0,0.0,0.0,Flood,2016.0
409695,51.0,33.0,16.0,2.0,1.0,984,1.0,0.0,0.0,Flood,2016.0
121968,17.0,12.0,5.0,0.0,0.0,2367,2.0,0.0,0.0,Flood,2016.0
7871900,646.0,367.0,152.0,127.0,61.0,860125,141.0,0.0,0.0,Flood,2016.0
604144,140.0,124.0,14.0,2.0,2.0,62171,29.0,0.0,0.0,Flood,2016.0
1450726,227.0,174.0,44.0,9.0,3.0,285934,83.0,0.0,0.0,Flood,2016.0
533558,208.0,201.0,7.0,0.0,0.0,36238,22.0,0.0,0.0,Flood,2016.0
312571,68.0,57.0,11.0,0.0,0.0,58744,24.0,0.0,0.0,Flood,2016.0
143426,55.0,53.0,1.0,1.0,0.0,60600,26.0,0.0,0.0,Flood,2016.0
383833,31.0,17.0,7.0,7.0,1.0,10670,3.0,0.0,0.0,Flood,2016.0
539123,158.0,144.0,13.0,1.0,0.0,73247,27.0,0.0,0.0,Flood,2016.0
8186118,1031.0,725.0,235.0,71.0,31.0,1900943,370.0,5.0,1.0,Flood,2016.0
128206,17.0,10.0,6.0,1.0,1.0,1148,1.0,0.0,0.0,Flood,2016.0
74901,18.0,15.0,3.0,0.0,0.0,259,1.0,0.0,0.0,Flood,2016.0
551734,94.0,77.0,15.0,2.0,1.0,28413,17.0,0.0,0.0,Flood,2016.0
222448,32.0,21.0,11.0,0.0,0.0,28739,8.0,0.0,0.0,Flood,2016.0
436401,62.0,47.0,12.0,3.0,1.0,92938,20.0,0.0,0.0,Flood,2016.0
264245,37.0,28.0,7.0,2.0,0.0,1110,1.0,0.0,0.0,Flood,2016.0
1518062,157.0,99.0,39.0,19.0,8.0,54488,17.0,0.0,0.0,Flood,2016.0
1088383,218.0,186.0,20.0,12.0,5.0,73794,41.0,0.0,0.0,Flood,2016.0
4613061,548.0,402.0,85.0,61.0,37.0,217854,42.0,0.0,0.0,Flood,2016.0
1080400,205.0,175.0,18.0,12.0,6.0,36272,15.0,0.0,0.0,Flood,2016.0
12457847,1187.0,755.0,215.0,217.0,100.0,1470573,303.0,1.0,0.0,Flood,2016.0
64458,25.0,23.0,2.0,0.0,0.0,2196,2.0,0.0,0.0,Flood,2016.0
12389144,1120.0,682.0,243.0,195.0,101.0,1388232,268.0,0.0,0.0,Flood,2016.0
199234,48.0,42.0,5.0,1.0,0.0,10188,5.0,0.0,0.0,Flood,2016.0
144402,31.0,26.0,5.0,0.0,0.0,31087,12.0,0.0,0.0,Flood,2016.0
3218339,488.0,388.0,59.0,41.0,23.0,246159,71.0,0.0,0.0,Flood,2016.0
175723,39.0,35.0,3.0,1.0,0.0,3478,3.0,0.0,0.0,Flood,2016.0
1561434,175.0,123.0,30.0,22.0,9.0,78534,20.0,0.0,0.0,Flood,2016.0
376390,72.0,58.0,13.0,1.0,1.0,42328,16.0,0.0,0.0,Flood,2016.0
2405660,231.0,147.0,39.0,45.0,25.0,109375,24.0,0.0,0.0,Flood,2016.0
6658279,1224.0,984.0,221.0,19.0,7.0,1161974,455.0,0.0,0.0,Flood,2016.0
51723644,5749.0,3744.0,1453.0,552.0,187.0,6666268,1398.0,4.0,0.0,Flood,2016.0
535063,157.0,143.0,14.0,0.0,0.0,96625,68.0,0.0,0.0,Flood,2016.0
308400513,22429.0,9930.0,7975.0,4524.0,1671.0,73901696,12557.0,118.0,29.0,Flood,2016.0
4981455,421.0,235.0,110.0,76.0,40.0,498267,101.0,1.0,0.0,Flood,2016.0
2143064,383.0,299.0,81.0,3.0,1.0,368210,158.0,0.0,0.0,Flood,2016.0
4871198,1091.0,974.0,108.0,9.0,3.0,1616162,487.0,0.0,0.0,Flood,2016.0
1127166,232.0,194.0,34.0,4.0,1.0,132284,43.0,0.0,0.0,Flood,2016.0
1272616,323.0,285.0,37.0,1.0,0.0,136896,71.0,0.0,0.0,Flood,2016.0
32765554,3941.0,2513.0,1246.0,182.0,52.0,2953369,906.0,2.0,1.0,Flood,2016.0
182742967,14911.0,7893.0,4282.0,2736.0,1139.0,26875232,4856.0,20.0,4.0,Flood,2016.0
1274337,302.0,267.0,33.0,2.0,1.0,305650,92.0,0.0,0.0,Flood,2016.0
4000601,543.0,409.0,94.0,40.0,17.0,454722,100.0,2.0,2.0,Flood,2016.0
262100,61.0,54.0,7.0,0.0,0.0,13005,8.0,0.0,0.0,Flood,2016.0
4469049,1027.0,875.0,147.0,5.0,1.0,1102206,405.0,0.0,0.0,Flood,2016.0
5140899,937.0,759.0,161.0,17.0,5.0,422145,159.0,0.0,0.0,Flood,2016.0
529443,164.0,152.0,12.0,0.0,0.0,106103,25.0,0.0,0.0,Flood,2016.0
29645964,3744.0,2582.0,945.0,217.0,64.0,4961236,1294.0,4.0,1.0,Flood,2016.0
8687136,1421.0,1108.0,260.0,53.0,17.0,1486577,405.0,1.0,0.0,Flood,2016.0
446551,119.0,108.0,7.0,4.0,1.0,49177,27.0,0.0,0.0,Flood,2016.0
155460,62.0,61.0,1.0,0.0,0.0,26057,14.0,0.0,0.0,Flood,2016.0
674528,85.0,58.0,23.0,4.0,1.0,70424,19.0,0.0,0.0,Flood,2016.0
1941734,348.0,275.0,68.0,5.0,0.0,423369,120.0,1.0,0.0,Hurricane,2016.0
1094264,149.0,104.0,44.0,1.0,0.0,39480,18.0,0.0,0.0,Hurricane,2016.0
467558,109.0,98.0,11.0,0.0,0.0,143344,40.0,1.0,0.0,Hurricane,2016.0
102512,27.0,25.0,1.0,1.0,1.0,34343,11.0,0.0,0.0,Hurricane,2016.0
369241,131.0,122.0,8.0,1.0,1.0,158457,79.0,0.0,0.0,Hurricane,2016.0
460535,99.0,82.0,17.0,0.0,0.0,82273,23.0,0.0,0.0,Hurricane,2016.0
259871,44.0,38.0,5.0,1.0,1.0,480192,139.0,0.0,0.0,Hurricane,2016.0
1301379,299.0,270.0,28.0,1.0,0.0,347678,119.0,0.0,0.0,Hurricane,2016.0
232116,65.0,59.0,6.0,0.0,0.0,24436,21.0,0.0,0.0,Hurricane,2016.0
651433,108.0,79.0,28.0,1.0,0.0,44609,13.0,0.0,0.0,Hurricane,2016.0
56519,22.0,21.0,1.0,0.0,0.0,9827,6.0,0.0,0.0,Hurricane,2016.0
856616,408.0,397.0,11.0,0.0,0.0,486939,254.0,1.0,0.0,Hurricane,2017.0
1372023,511.0,490.0,19.0,2.0,1.0,394516,164.0,0.0,0.0,Hurricane,2017.0
1060559,323.0,295.0,26.0,2.0,1.0,159272,76.0,0.0,0.0,Hurricane,2017.0
154843,62.0,59.0,3.0,0.0,0.0,57123,42.0,0.0,0.0,Hurricane,2017.0
216259,93.0,92.0,0.0,1.0,1.0,48256,16.0,0.0,0.0,Hurricane,2017.0
952660,316.0,295.0,19.0,2.0,1.0,134305,89.0,0.0,0.0,Hurricane,2017.0
138481,56.0,55.0,0.0,1.0,1.0,35224,19.0,0.0,0.0,Hurricane,2017.0
7081021,1378.0,1132.0,233.0,13.0,1.0,1694402,537.0,1.0,0.0,Hurricane,2017.0
5091287,1890.0,1813.0,65.0,12.0,10.0,1165522,588.0,1.0,0.0,Hurricane,2017.0
324304,85.0,77.0,7.0,1.0,1.0,40396,19.0,0.0,0.0,Hurricane,2017.0
288632,65.0,60.0,2.0,3.0,3.0,26405,13.0,0.0,0.0,Hurricane,2017.0
2441617,596.0,530.0,51.0,15.0,9.0,1338506,571.0,0.0,0.0,Hurricane,2017.0
312944,98.0,94.0,4.0,0.0,0.0,28664,14.0,0.0,0.0,Hurricane,2017.0
77447,27.0,27.0,0.0,0.0,0.0,18672,6.0,0.0,0.0,Hurricane,2017.0
565855,148.0,126.0,21.0,1.0,1.0,366265,162.0,0.0,0.0,Hurricane,2017.0
190629,70.0,66.0,4.0,0.0,0.0,62210,26.0,0.0,0.0,Hurricane,2017.0
57972,31.0,31.0,0.0,0.0,0.0,27994,11.0,0.0,0.0,Hurricane,2017.0
284088,81.0,77.0,1.0,3.0,3.0,22351,13.0,0.0,0.0,Hurricane,2017.0
93805,31.0,30.0,0.0,1.0,1.0,36337,24.0,0.0,0.0,Hurricane,2017.0
22749,9.0,8.0,1.0,0.0,0.0,1112,1.0,0.0,0.0,Hurricane,2017.0
273248,126.0,122.0,4.0,0.0,0.0,297508,100.0,0.0,0.0,Hurricane,2017.0
665118,224.0,214.0,8.0,2.0,1.0,256658,80.0,0.0,0.0,Hurricane,2017.0
2208014,678.0,629.0,37.0,12.0,4.0,238095,143.0,0.0,0.0,Hurricane,2017.0
329047,97.0,89.0,8.0,0.0,0.0,31058,19.0,0.0,0.0,Hurricane,2017.0
237540,63.0,53.0,10.0,0.0,0.0,27810,12.0,0.0,0.0,Hurricane,2017.0
63720,14.0,12.0,1.0,1.0,1.0,11203,3.0,0.0,0.0,Hurricane,2017.0
1006,2.0,2.0,0.0,0.0,0.0,13086,8.0,0.0,0.0,Hurricane,2017.0
101691,48.0,46.0,2.0,0.0,0.0,14419,10.0,0.0,0.0,Hurricane,2017.0
4948543,1256.0,1113.0,118.0,25.0,12.0,1436830,632.0,0.0,0.0,Hurricane,2017.0
566823,127.0,108.0,17.0,2.0,1.0,126178,35.0,1.0,0.0,Hurricane,2017.0
10749739,2476.0,2123.0,268.0,85.0,41.0,5523372,2575.0,4.0,1.0,Hurricane,2017.0
230758,62.0,55.0,6.0,1.0,1.0,41104,15.0,0.0,0.0,Hurricane,2017.0
979113,282.0,259.0,20.0,3.0,1.0,427807,157.0,0.0,0.0,Hurricane,2017.0
999053,324.0,303.0,20.0,1.0,0.0,202723,106.0,0.0,0.0,Hurricane,2017.0
6704918,1055.0,839.0,134.0,82.0,39.0,3126462,760.0,2.0,0.0,Hurricane,2017.0
165523,48.0,44.0,3.0,1.0,0.0,39248,6.0,0.0,0.0,Hurricane,2017.0
560146,116.0,95.0,20.0,1.0,0.0,95949,37.0,0.0,0.0,Hurricane,2017.0
291161,104.0,99.0,5.0,0.0,0.0,95107,39.0,0.0,0.0,Hurricane,2017.0
1243265,312.0,273.0,31.0,8.0,3.0,183374,68.0,0.0,0.0,Hurricane,2017.0
260564,99.0,92.0,6.0,1.0,1.0,58493,33.0,0.0,0.0,Hurricane,2017.0
675976,275.0,262.0,12.0,1.0,0.0,99576,53.0,0.0,0.0,Hurricane,2017.0
81174,42.0,42.0,0.0,0.0,0.0,36572,9.0,0.0,0.0,Hurricane,2017.0
1807044,310.0,253.0,41.0,16.0,6.0,527970,151.0,0.0,0.0,Hurricane,2017.0
372622,85.0,75.0,9.0,1.0,1.0,25123,8.0,0.0,0.0,Hurricane,2017.0
161722,54.0,50.0,3.0,1.0,1.0,11295,7.0,0.0,0.0,Hurricane,2017.0
2542816,685.0,607.0,71.0,7.0,2.0,1708611,680.0,0.0,0.0,Hurricane,2017.0
145284,48.0,46.0,0.0,2.0,1.0,33122,13.0,0.0,0.0,Hurricane,2017.0
289097,77.0,70.0,6.0,1.0,1.0,75157,16.0,0.0,0.0,Hurricane,2017.0
458412,157.0,148.0,9.0,0.0,0.0,313763,98.0,0.0,0.0,Hurricane,2017.0
162349,61.0,59.0,2.0,0.0,0.0,15520,11.0,0.0,0.0,Hurricane,2017.0
172019,64.0,61.0,2.0,1.0,1.0,37474,13.0,0.0,0.0,Hurricane,2017.0
203975,86.0,81.0,5.0,0.0,0.0,114475,35.0,0.0,0.0,Hurricane,2017.0
1869411,275.0,210.0,44.0,21.0,12.0,305066,74.0,1.0,0.0,Hurricane,2017.0
30942,18.0,18.0,0.0,0.0,0.0,22839,2.0,0.0,0.0,Hurricane,2017.0
1426698,595.0,566.0,26.0,3.0,0.0,967123,670.0,0.0,0.0,Hurricane,2017.0
61912,29.0,27.0,2.0,0.0,0.0,8813,6.0,0.0,0.0,Hurricane,2017.0
17960522,4606.0,4048.0,462.0,96.0,26.0,7953758,3015.0,4.0,2.0,Hurricane,2017.0
1818913,493.0,446.0,36.0,11.0,6.0,232561,105.0,0.0,0.0,Hurricane,2017.0
93566,59.0,58.0,1.0,0.0,0.0,5788,8.0,0.0,0.0,Hurricane,2017.0
208398,80.0,77.0,3.0,0.0,0.0,83101,30.0,0.0,0.0,Hurricane,2017.0
443953,163.0,156.0,7.0,0.0,0.0,143124,41.0,0.0,0.0,Hurricane,2017.0
150755,66.0,65.0,1.0,0.0,0.0,56544,24.0,0.0,0.0,Hurricane,2017.0
6618965,1452.0,1252.0,161.0,39.0,17.0,3383110,1491.0,2.0,0.0,Hurricane,2017.0
340566,118.0,112.0,5.0,1.0,0.0,589446,117.0,0.0,0.0,Hurricane,2017.0
125163,38.0,36.0,1.0,1.0,1.0,9220,6.0,0.0,0.0,Hurricane,2017.0
124681,46.0,44.0,0.0,2.0,2.0,8798,5.0,0.0,0.0,Hurricane,2017.0
21043,10.0,10.0,0.0,0.0,0.0,2764,2.0,0.0,0.0,Hurricane,2017.0
2940941,1000.0,942.0,49.0,9.0,5.0,633696,312.0,0.0,0.0,Hurricane,2017.0
961285,288.0,272.0,12.0,4.0,3.0,73185,29.0,0.0,0.0,Hurricane,2017.0
51644,23.0,23.0,0.0,0.0,0.0,4362,2.0,0.0,0.0,Hurricane,2017.0
1510025,459.0,427.0,27.0,5.0,1.0,503994,226.0,0.0,0.0,Hurricane,2017.0
115075,48.0,46.0,2.0,0.0,0.0,6233,3.0,0.0,0.0,Hurricane,2017.0
342003,152.0,147.0,3.0,2.0,2.0,30800,18.0,0.0,0.0,Hurricane,2017.0
