disasterNumber,totalNumberIaApproved,totalAmountIhpApproved,totalAmountHaApproved,totalAmountOnaApproved,totalObligatedAmountPa,totalObligatedAmountCatAb,totalObligatedAmountCatC2g,paLoadDate,iaLoadDate,hash,lastRefresh
4142,,,,,444517.27,95977.63,348539.64,2020-01-04T00:00:00.000Z,,ac4696ce28919b6a1f9f31b102502ae5,2020-01-04T03:23:29.836Z
4132,,,,,3283729.69,165004.16,3109219.01,2020-01-04T00:00:00.000Z,,7c845e7fc782761eb507ce3a3802e354,2020-01-04T03:23:29.737Z
4167,,,,,38781148.93,33080241.51,4419151.42,2020-01-04T00:00:00.000Z,,6d695a916ed15508e401c32cfb3cf155,2020-01-04T03:23:29.829Z
4157,381,2858538.97,1616075.25,1242463.72,,,,,2020-01-04T00:00:00.000Z,967672af1308a50101b19d8da341a463,2020-01-04T04:43:41.481Z
4192,,,,,665370.98,260230.01,392444.97,2020-01-04T00:00:00.000Z,,a2176715cc24e0a38995230a8c9feca6,2020-01-04T03:23:29.827Z
4182,,,,,40844210.87,7437073.93,32019285.94,2020-01-04T00:00:00.000Z,,2c3098500a9531422c4350b2fd10a33f,2020-01-04T03:23:29.815Z
4080,45297,141493695.57,118543111.68,22950583.89,329109253.4,235556893.05,83510185.35,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,e123335627f0fb8b0d31804b22c8f038,2020-01-04T04:43:41.467Z
4070,,,,,8796860.02,6024393.78,2606526.47,2020-01-04T00:00:00.000Z,,3a54a9682bfce7d61f2fde5ab251af80,2020-01-04T03:23:29.728Z
4105,,,,,6153471.49,5824040.89,298796.6,2020-01-04T00:00:00.000Z,,8bbd6bdb2b56bd370eea7b05476d60e8,2020-01-04T03:23:29.819Z
4095,,,,,2113605.92,466662.47,1642589.32,2020-01-04T00:00:00.000Z,,cc656af4395f7f038da7086f78dd03c3,2020-01-04T03:23:29.817Z
4130,,,,,9033804.83,5039801.36,3691879.47,2020-01-04T00:00:00.000Z,,76443657dbe4b8b757677ac21d09d83c,2020-01-04T03:23:29.837Z
4120,,,,,1914682.79,156257.5,1714406.99,2020-01-04T00:00:00.000Z,,f0be29b9ff4b4deb1300dc1fc6a4edf1,2020-01-04T03:23:29.820Z
4155,,,,,43107438.39,10518086.51,31172634.88,2020-01-04T00:00:00.000Z,,2ce2facf805e3bcabfd9282340c886d6,2020-01-04T03:23:29.835Z
4145,16551,61848927.77,56909350.93,4939576.84,346766949.11,52068126.04,282659343.81,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,2d1c3fbe99559f41f58e1d051a08ed85,2020-01-04T04:43:41.474Z
4180,,,,,29873097.48,2255887.93,25785302,2020-01-04T00:00:00.000Z,,7bf8091cfe70fa89aae871e9d8b3a822,2020-01-04T03:23:29.838Z
4170,,,,,8678576.02,8643524.63,,2020-01-04T00:00:00.000Z,,98622f0a663d197550f00a5649eefd10,2020-01-04T03:23:29.830Z
4059,663,2455408.1,2267219.55,188188.55,6904030.53,1196316.38,5662210.15,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,f4137fabfc0682e27b0367a9c616e6ce,2020-01-04T04:43:41.418Z
4195,73237,155438067.3,123490869.89,31947197.41,15344576.05,8366595.54,6850418.51,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,e1cd13a079a759cfab2097244ba226e4,2020-01-04T04:43:41.465Z
4084,,,,,22292837.45,5179503,15306583.65,2020-01-04T00:00:00.000Z,,4777d58dbbb850ae58492c4d6ef94a9f,2020-01-04T03:23:29.727Z
4074,,,,,1297026.84,95284.12,1200315.02,2020-01-04T00:00:00.000Z,,270086fd67281da12338a81bc29e1d49,2020-01-04T03:23:29.737Z
4099,,,,,12666844.02,9670931.96,2713256.33,2020-01-04T00:00:00.000Z,,67cdc7858220984dee9327df37426152,2020-01-04T03:23:29.824Z
4124,,,,,8118404.27,185920.6,7661412.67,2020-01-04T00:00:00.000Z,,09187371e2130e3f6e67ac965c7a5e1a,2020-01-04T03:23:29.829Z
4149,,,,,12096256.67,1741408.23,9947359.44,2020-01-04T00:00:00.000Z,,8f0c085412d5376d4bc59a5c260b1181,2020-01-04T03:23:29.816Z
4156,,,,,2670513.58,913403.65,1721740.89,2020-01-04T00:00:00.000Z,,8a825b4e7d50b2099d5babcafbf3d4b8,2020-01-04T03:23:29.822Z
4137,,,,,1159221.44,427382.21,695227.74,2020-01-04T00:00:00.000Z,,7ebe80afb07211bbfc9d6132c6501ee1,2020-01-04T03:23:29.828Z
4162,,,,,32696592.49,1075880.8,30631961.69,2020-01-04T00:00:00.000Z,,c6097421f33cb57043d7d288f06c3efc,2020-01-04T03:23:29.822Z
4187,,,,,14338940.7,4827061.26,8742164.25,2020-01-04T00:00:00.000Z,,9c9cf0fdf256b51ed7f20e593fad685a,2020-01-04T03:23:29.827Z
4075,,,,,12040508.41,10232783.99,1748072.96,2020-01-04T00:00:00.000Z,,b6903a98148acce0d93c1e9df6cdf2a8,2020-01-04T03:23:29.720Z
4100,,,,,8548088.1,6076945.52,2171181.58,2020-01-04T00:00:00.000Z,,06a26ff0bc3b249352d5c4d98827c692,2020-01-04T03:23:29.821Z
4127,,,,,2774452.64,178053.14,2577569.85,2020-01-04T00:00:00.000Z,,3d4c6dfd353994c4a30e57c8553c3d8b,2020-01-04T03:23:29.838Z
4125,,,,,1215685.33,196811.3,986292.64,2020-01-04T00:00:00.000Z,,8a9d793015986ebe5ac8bab93cbaf5d3,2020-01-04T03:23:29.817Z
4152,,,,,41891432.95,13112094.9,27442265.05,2020-01-04T00:00:00.000Z,,6a92f11ff235e6997db291b974ccc244,2020-01-04T03:23:29.831Z
4150,,,,,10135201.52,877052.35,8633117.54,2020-01-04T00:00:00.000Z,,fc234d89bc9f30ae15d6a10216d2659a,2020-01-04T03:23:29.831Z
4177,7101,35062955.9,28935762.88,6127193.02,134888340.05,5529214.18,125660868.22,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,9ec5bfb635c8332271ad66f9079384e2,2020-01-04T04:43:41.476Z
4175,945,5847689.28,4365948,1481741.28,88269851.6,19928239.18,68341612.42,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,ea30ed69d05cc42a0c8ef7bffab44dfa,2020-01-04T04:43:41.468Z
4065,,,,,3039192.36,121105.48,2908925.65,2020-01-04T00:00:00.000Z,,9cbd4d9510c3dd87acb8bd2afa512cb2,2020-01-04T03:23:29.724Z
4054,,,,,1340817.62,132297.76,1094231.33,2020-01-04T00:00:00.000Z,,c066f0ef10e572c3a32261e8d0aac81b,2020-01-04T03:23:29.735Z
4079,,,,,26566072.39,20833492.27,4075680.12,2020-01-04T00:00:00.000Z,,c1dbe95402e09b517db8fcf9d7daa4a5,2020-01-04T03:23:29.728Z
4104,,,,,1602599.04,548330.85,1039928.95,2020-01-04T00:00:00.000Z,,f53b83a4cfe72b81b065331bc67793ce,2020-01-04T03:23:29.821Z
4129,,,,,62960238.22,15158824.42,45090554.14,2020-01-04T00:00:00.000Z,,8eb442fcc8c09854a8d5445adcda9bef,2020-01-04T03:23:29.836Z
4154,,,,,4389175.57,212173.16,4106662.5,2020-01-04T00:00:00.000Z,,0e60f049e147f79defb2e0487f93b5ad,2020-01-04T03:23:29.836Z
4122,294,3490150.63,1613360.14,1876790.49,31985813.31,7767364.14,23534972.17,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,abd45b53d0905459b5ce296209fff9c6,2020-01-04T04:43:41.464Z
4147,,,,,72568.6,,70266.6,2020-01-04T00:00:00.000Z,,6872b3e2f7bb57dee0b7f635e09f56cf,2020-01-04T03:23:29.837Z
4090,,,,,6615076.59,2868305.29,3719012.63,2020-01-04T00:00:00.000Z,,df8df211f417758503a55260100ee0df,2020-01-04T03:23:29.734Z
4172,,,,,1925935.2,152336.86,1761500.51,2020-01-04T00:00:00.000Z,,6188b752a61b6668125c1db05f66b6ae,2020-01-04T03:23:29.830Z
4115,,,,,8231034.73,6376285.84,1795795.73,2020-01-04T00:00:00.000Z,,dc5fa8976a9ee47572f1385c0ce03de1,2020-01-04T03:23:29.826Z
4060,187,1042290.55,810073.94,232216.61,,,,,2020-01-04T00:00:00.000Z,673f79e691de9739a7e55a2da31a70f6,2020-01-04T04:43:41.418Z
4140,,,,,6239194.75,141750.15,5917137.6,2020-01-04T00:00:00.000Z,,2ca79fb19b06ed5a1d8f90f41f5f1c5e,2020-01-04T03:23:29.832Z
4165,,,,,46342821.6,33907506.29,12169488.31,2020-01-04T00:00:00.000Z,,093d79ce0a9da9666748bb9c24493510,2020-01-04T03:23:29.825Z
4190,,,,,2352906.01,223216.2,1940643.67,2020-01-04T00:00:00.000Z,,588d3d92667c428d5082c92b0c8cbd96,2020-01-04T03:23:29.834Z
4085,117643,1012579749.02,866601465.46,145978283.56,14449158872.51,2708895769.12,11641088789.92,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,15431414ecbd323da2c8324a9039cd96,2020-01-04T04:43:41.479Z
4069,,,,,42736413.12,4968084.09,36289083.03,2020-01-04T00:00:00.000Z,,fd650ed06a234e6b919d5b74a6b0c7ef,2020-01-04T03:23:29.733Z
4110,,,,,65673532.44,49506700.83,14441585.61,2020-01-04T00:00:00.000Z,,96619c46f2902fdc1f096336c8ef894a,2020-01-04T03:23:29.833Z
4094,,,,,24850253.79,1812759.83,22293360.96,2020-01-04T00:00:00.000Z,,e02ea280f1261ba3b5c735fd83c6c67f,2020-01-04T03:23:29.830Z
4119,,,,,7594458.33,943878.32,6197532.28,2020-01-04T00:00:00.000Z,,b17771c0af2563310bdfc13d202b0f1d,2020-01-04T03:23:29.827Z
4135,,,,,4551830.57,505303.32,3784495.01,2020-01-04T00:00:00.000Z,,d59825c70d829099fd4f0e8673a7ef47,2020-01-04T03:23:29.820Z
4144,,,,,18059942.47,487325.59,16939873.88,2020-01-04T00:00:00.000Z,,5962a907292b720346e1fa4a58e643de,2020-01-04T03:23:29.837Z
4166,,,,,216595585.91,197272529.12,16988771.63,2020-01-04T00:00:00.000Z,,fbf164d4c2f1c760d5e48cf736f5d0c6,2020-01-04T03:23:29.836Z
4160,,,,,5586820.08,2318517.62,3090643.46,2020-01-04T00:00:00.000Z,,01217f69092e772ab411fddb429c6681,2020-01-04T03:23:29.819Z
4191,,,,,600827.06,578895.56,2512.5,2020-01-04T00:00:00.000Z,,b3a89701a7556b0cbf92ee6648ad629c,2020-01-04T03:23:29.828Z
4185,,,,,3837595.3,200422.1,3582189.99,2020-01-04T00:00:00.000Z,,bfe824572c1b8e55efb78c13501dbf7a,2020-01-04T03:23:29.824Z
4184,,,,,17806184.12,3599221.84,13346333.72,2020-01-04T00:00:00.000Z,,1cd09f09e3f861c7762dcd77581c5c55,2020-01-04T03:23:29.828Z
4064,,,,,2918163.16,193887.35,2492662.71,2020-01-04T00:00:00.000Z,,f70752bc9a00fcf3b3143319c7fb1d63,2020-01-04T03:23:29.729Z
4089,105,421340.81,378748.8,42592.01,8803593.17,4789849.95,3691016.22,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,7555e5e5e42d06a8beaaab404f649d4e,2020-01-04T04:43:41.464Z
4114,,,,,12480065.52,1276034.26,10948163.76,2020-01-04T00:00:00.000Z,,51e2b84b74a84bfc593a0e9d854c1184,2020-01-04T03:23:29.828Z
4139,,,,,5898074.88,246061.1,5614391.77,2020-01-04T00:00:00.000Z,,6aeb3f660ccc2fa9b4be0f802c536169,2020-01-04T03:23:29.817Z
4164,,,,,3976954.92,1921663.26,1929022.66,2020-01-04T00:00:00.000Z,,b08a8251f8f2b5ae12af7852c13107c3,2020-01-04T03:23:29.831Z
4186,,,,,11078851.36,1538644,9300023.34,2020-01-04T00:00:00.000Z,,64e2a5eebfa80bddd70648ae8dbb4afa,2020-01-04T03:23:29.838Z
4179,,,,,9821343.68,414350.49,9377176.43,2020-01-04T00:00:00.000Z,,a4a5e515bf92d6a303d3eb965f055747,2020-01-04T03:23:29.829Z
4171,,,,,7771590.83,4048804.16,3472786.67,2020-01-04T00:00:00.000Z,,1dc40b616823660fe1a77f67bc7a147a,2020-01-04T03:23:29.820Z
4196,,,,,5734122.65,458703.22,5088825.43,2020-01-04T00:00:00.000Z,,099a88ecd4235f1960d8aa6448ea3785,2020-01-04T03:23:29.816Z
4189,,,,,5586479.78,1644210.66,3762199.12,2020-01-04T00:00:00.000Z,,9dc34bc2de72f7a76cc830e6e7e4d989,2020-01-04T03:23:29.817Z
4109,,,,,57976287.38,962871.94,56132799.44,2020-01-04T00:00:00.000Z,,28b0756a19191cea7443adc6968c90c0,2020-01-04T03:23:29.835Z
4176,7377,22385911.89,17767131.04,4618780.85,34902752.54,12987334.91,20805986.63,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,c0b7bfb0645b93d91451de5fa5b8ff96,2020-01-04T04:43:41.478Z
4134,,,,,6617742.08,3840561.38,2700874.68,2020-01-04T00:00:00.000Z,,8fe0b61b44445f3012476a11384238b5,2020-01-04T03:23:29.836Z
4169,,,,,6364572.95,2303799.95,3930779.53,2020-01-04T00:00:00.000Z,,46e7c33ca2560fa72de1164bb8a109f9,2020-01-04T03:23:29.834Z
4194,,,,,4910440.66,3129198.61,1570090.05,2020-01-04T00:00:00.000Z,,7ba7931a400995e7029a25e467f68800,2020-01-04T03:23:29.830Z
4159,,,,,8376655.14,2259090.88,5777844.26,2020-01-04T00:00:00.000Z,,82d56ffc5b64011207cacbf8ada4f02d,2020-01-04T03:23:29.816Z
4181,,,,,5532167.98,504100.06,4745102.1,2020-01-04T00:00:00.000Z,,41e958d4ffd201ee7e590c3913d22bc3,2020-01-04T03:23:29.832Z
4174,341,3041132.24,2335071.08,706061.16,9530678.74,3209813.24,6033821.5,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,cc8328f3be62d2b41934a59fb3f20767,2020-01-04T04:43:41.482Z
4206,,,,,1150252.87,113337.83,1005767.04,2020-01-04T00:00:00.000Z,,a951c9d0dd3d1307251badc04ad07737,2020-01-04T03:23:29.818Z
4197,,,,,6267509.08,2067673.3,3910508.78,2020-01-04T00:00:00.000Z,,761b622d48bffcfe56df3c25a02ebcef,2020-01-04T03:23:29.834Z
4215,,,,,10843502.79,4361083.51,6249420.1,2020-01-04T00:00:00.000Z,,7c8927bb950d32cdcecc2a828a07f5e3,2020-01-04T03:23:29.826Z
4240,1538,12733883.73,8548934.33,4184949.4,236639966.82,227228075.83,7867492.62,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,58ac0682d0b81b819a92c8b616cdefb9,2020-01-04T04:43:41.479Z
4201,,,,,11358961.57,10812891.7,197021.87,2020-01-04T00:00:00.000Z,,4b0ba95ca57b56c373b339f1460940ec,2020-01-04T03:23:29.832Z
4221,,,,,7161757.83,,7110459.83,2020-01-04T00:00:00.000Z,,a7b6bf2004b99d6bb116b90ce2d56a4a,2020-01-04T03:23:29.818Z
4218,,,,,20601188.9,3458194.22,16454198.68,2020-01-04T00:00:00.000Z,,8aa2f1a365a538ecb511b6e0a4665dcf,2020-01-04T03:23:29.826Z
4235,4864,25097245.58,17379956.6,7717288.98,39399735.01,5792505.67,32669699.34,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,857adc7a72f5e928d1162c50fcc4f2e2,2020-01-04T04:43:41.464Z
4205,,,,,2985308.16,1613966.25,1270103.91,2020-01-04T00:00:00.000Z,,70238675c5736fe50c80b6ada3762d0a,2020-01-04T03:23:29.819Z
4216,,,,,4434788.21,2816869.32,1462973.89,2020-01-04T00:00:00.000Z,,8f02cbe07a1018d7dc08be064ec2d9d5,2020-01-04T03:23:29.819Z
4213,,,,,9603757.08,8610892.92,689163.16,2020-01-04T00:00:00.000Z,,75012010309f75f4e25f0c789bc1d247,2020-01-04T03:23:29.837Z
4230,,,,,10965016.05,800893.75,9476630.46,2020-01-04T00:00:00.000Z,,3cb130a0737eefd5635b4ceaaea010eb,2020-01-04T03:23:29.837Z
4255,,,,,24120470.92,5590005.06,17654411.86,2020-01-04T00:00:00.000Z,,0d913db26c21aa9fcf6a4e96c5554a67,2020-01-04T03:23:29.835Z
4200,,,,,5668467.76,229407.29,5232704.47,2020-01-04T00:00:00.000Z,,7deef659be9f54a91f060e60fe9e6229,2020-01-04T03:23:29.821Z
4210,,,,,32910981.65,2628487.35,30115000.3,2020-01-04T00:00:00.000Z,,8734659491241c24a4ae20a6f5940ed9,2020-01-04T03:23:29.833Z
4208,,,,,2643562.21,2531715.73,89035.53,2020-01-04T00:00:00.000Z,,87c545eb5250ad0712e2eb2437ffc75f,2020-01-04T03:23:29.830Z
4225,,,,,14267337.31,1542884.26,12502303.05,2020-01-04T00:00:00.000Z,,9df6c792389803f1265f8e674d0a6d2a,2020-01-04T03:23:29.817Z
4250,2458,13173843.43,10765588.81,2408254.62,35018105.82,9175731.59,24587195.23,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,3ae596331cb2ec45d7e2a75d5ce69e5f,2020-01-04T04:43:41.468Z
4212,,,,,8897066.66,8445108.83,156446.83,2020-01-04T00:00:00.000Z,,28284bdcc92483b029ca5a3432ec222d,2020-01-04T03:23:29.816Z
4231,,,,,12466494.51,11694495.38,475880.37,2020-01-04T00:00:00.000Z,,5968bb74bf5fae3e7353f82aa320a5b1,2020-01-04T03:23:29.833Z
4260,,,,,17565009.13,16433401.71,1053002.42,2020-01-04T00:00:00.000Z,,5f79ebdcef5ee8b765d332f2a7b560a7,2020-01-04T03:23:29.819Z
4222,4610,18563163.18,16100633.78,2462529.4,66106773.52,5126570.95,58827692.57,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,455d6e3382518049b88bdd33303696bf,2020-01-04T04:43:41.464Z
4241,28154,89803712.87,77971796.97,11831915.9,117003755.48,50645896.54,61666089.94,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,37997d3b85092dba27f9bfe396e05796,2020-01-04T04:43:41.516Z
4266,1860,21144461.52,18326321.56,2818139.96,31896624.31,9059351.49,22224771.82,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,ef4daba671f1e710ecdd11c860cb946d,2020-01-04T04:43:41.469Z
4291,2261,10195614.19,8240163.88,1955450.31,16064182.15,9689499.8,5859857.35,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,e96477f05d981711d641a734b185cfa5,2020-01-04T04:43:41.475Z
4198,,,,,1609009.61,47468.58,1550629.74,2020-01-04T00:00:00.000Z,,1bd6f6da2a46ac4e9ddad329e3261176,2020-01-04T03:23:29.825Z
4233,,,,,3078434.15,538676.77,2453374.65,2020-01-04T00:00:00.000Z,,5196bf198ed4cae8122cfa124116d85b,2020-01-04T03:23:29.834Z
4258,,,,,28875402.84,4774895.08,23208775.76,2020-01-04T00:00:00.000Z,,cf11543ce4fdff3270232df02f083dc2,2020-01-04T03:23:29.738Z
4202,,,,,2549070.8,275792.6,2180359.2,2020-01-04T00:00:00.000Z,,3865f05c4b23fa3f171a363a6d31f131,2020-01-04T03:23:29.821Z
4227,148,1293347.34,1015897.76,277449.58,2500565.93,421555.84,2037113.46,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,90f20f354ac10ff57ee63b98a69c0e5d,2020-01-04T04:43:41.480Z
4211,,,,,35648331.19,17090091.4,17394652.79,2020-01-04T00:00:00.000Z,,dfa24364fd8af7e3a5403674b3e07322,2020-01-04T03:23:29.835Z
4246,,,,,2540915.05,328168.44,2126548.61,2020-01-04T00:00:00.000Z,,feddf7e0b4ae872c02f8b0ce18a7901a,2020-01-04T03:23:29.825Z
4203,,,,,6002752.05,1816096.74,3810456.95,2020-01-04T00:00:00.000Z,,dd8e2ee4fa9178c4504564c52da3d288,2020-01-04T03:23:29.830Z
4271,,,,,1690433.9,36274.72,1647655.52,2020-01-04T00:00:00.000Z,,dbac6679dec23186138931761d063c9e,2020-01-04T03:23:29.962Z
4220,,,,,6320816.79,11537.97,6304613.58,2020-01-04T00:00:00.000Z,,1781ab46a03ff23d14a86f7b5d2c7329,2020-01-04T03:23:29.820Z
4296,,,,,13392502.79,3838039.72,9118369.07,2020-01-04T00:00:00.000Z,,e1330466ae9fe9cd2f746c505b20bb0b,2020-01-04T03:23:29.959Z
4245,3304,18608796.05,14700160.84,3908635.21,42690546.69,4144214.36,37392201.33,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,59100b4e342de22dd6bc5c9ed08c6c99,2020-01-04T04:43:41.474Z
4207,,,,,3949092.78,1535173.48,2367943.72,2020-01-04T00:00:00.000Z,,c636409f1a842bea8490b3aa8bc0bdd4,2020-01-04T03:23:29.826Z
4256,,,,,48286295.12,1310476.7,45121417.42,2020-01-04T00:00:00.000Z,,5ecf357a24ddce4422ca8bfb790d197a,2020-01-04T03:23:29.824Z
4226,256,1157319.71,1046550.88,110768.83,12279099.49,1245384.45,10641279.04,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,b9d11d06f46a3b77ca1d9e3875537c0a,2020-01-04T04:43:41.477Z
4281,,,,,5570693.44,563785.5,4644251.51,2020-01-04T00:00:00.000Z,,29806baa0040cd867f08bfdb6871a076,2020-01-04T03:23:29.832Z
4251,,,,,37674192.92,1834108.21,34416631.29,2020-01-04T00:00:00.000Z,,68aa42e08e7596660218f8cd5f927e85,2020-01-04T03:23:29.820Z
4306,,,,,2465393.89,449949.85,1936137.04,2020-01-04T00:00:00.000Z,,822980006380015f761175308d68e664,2020-01-04T03:23:29.961Z
4276,,,,,11080562.42,1676585.94,9051776.48,2020-01-04T00:00:00.000Z,,3676cbcbb140f58a78a05a4cefb6bb70,2020-01-04T03:23:29.970Z
4223,12949,57439397.63,45114985.07,12324412.56,165582069.39,35761705.27,119021672.83,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,e033bfb963e127ce067054d815c655ff,2020-01-04T04:43:41.516Z
4301,,,,,114415463.58,22865743.88,90193668.51,2020-01-04T00:00:00.000Z,,ecc1857e2a85343f8746d860d9e64b25,2020-01-04T03:23:29.970Z
4248,328,2903899.73,2379211.71,524688.02,5743909.87,2482932.75,3065639.12,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,ef0e09deabeda30c1d17d4f26a1bcba2,2020-01-04T04:43:41.462Z
4204,,,,,32299755.39,24855696.35,6498169.32,2020-01-04T00:00:00.000Z,,be99a28b5c910602f139b64188a44165,2020-01-04T03:23:29.822Z
4199,,,,,84861623.77,2260782.98,79729294.79,2020-01-04T00:00:00.000Z,,8d701617d5be3b7b28fd644c8c742638,2020-01-04T03:23:29.825Z
4243,,,,,30448958.32,17989940.43,11582919.02,2020-01-04T00:00:00.000Z,,a387656905c87e54409607a01e51f90b,2020-01-04T03:23:29.829Z
4238,,,,,50840104.49,5147218.44,44030416.05,2020-01-04T00:00:00.000Z,,0b709aa187212b07e720dd7eca72456a,2020-01-04T03:23:29.821Z
4263,15950,94361628.91,74284720.15,20076908.76,86000090.92,33617004.15,49259821.77,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,89b1ba1d9b04e20a299defb5e8c5a56f,2020-01-04T04:43:41.475Z
4217,1086,4083323.11,2933602.92,1149720.19,12763128.13,740981.89,11572806.24,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,95a8565fb9e8bf1c50b7fc2290a24f34,2020-01-04T04:43:41.466Z
4236,,,,,8792170.14,469694.75,8283647.39,2020-01-04T00:00:00.000Z,,28ef035dddd3c27476fa713b0acb9e0c,2020-01-04T03:23:29.827Z
4261,,,,,69592586.94,63921034.22,5457610.72,2020-01-04T00:00:00.000Z,,d05b694eda0f994493ce7ed23b7e1f54,2020-01-04T03:23:29.829Z
4286,11647,39700862.51,32647472.31,7053390.2,243708283.99,164974282.67,70450706.32,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,d9e3ac96a4fa9178f202e18312d5f85a,2020-01-04T04:43:41.482Z
4311,,,,,3383180.16,427582.36,2846186.8,2020-01-04T00:00:00.000Z,,99b6becf3f453c1faccdbff742960a22,2020-01-04T03:23:29.972Z
4228,,,,,9197237.66,4774135.98,4152304.68,2020-01-04T00:00:00.000Z,,9365f97653bb6adb6309cf4c9b8888bf,2020-01-04T03:23:29.835Z
4253,,,,,11215447.74,1524286.89,9275714.68,2020-01-04T00:00:00.000Z,,77fd1e080b8e34c7dd7261199c741615,2020-01-04T03:23:29.819Z
4265,,,,,1602711.5,167189.96,1429199.34,2020-01-04T00:00:00.000Z,,68a1a9fd8914c7ace580128a57812d7d,2020-01-04T03:23:29.974Z
4232,,,,,1329854.93,26008.29,1253324.64,2020-01-04T00:00:00.000Z,,bbcd1dd385b38d9ea5bb1cc036b22029,2020-01-04T03:23:29.738Z
4242,,,,,6301752.23,1174362,4887871.44,2020-01-04T00:00:00.000Z,,fa63ea25ce927b26a27858a025fcf0ab,2020-01-04T03:23:29.836Z
4257,,,,,11464133.02,,11051697.02,2020-01-04T00:00:00.000Z,,33170a5da261935f0a80fa5e10c33639,2020-01-04T03:23:29.828Z
4267,,,,,44619194.68,43609951.73,159120.98,2020-01-04T00:00:00.000Z,,6cac1f8c75f814609f7e0aa4368375de,2020-01-04T03:23:29.975Z
4282,,,,,3927063.51,2728289.69,1061176.82,2020-01-04T00:00:00.000Z,,e09ad532ba76aa66d417fdb72b163489,2020-01-04T03:23:29.959Z
4292,,,,,25469298.35,1319866.18,23215237.17,2020-01-04T00:00:00.000Z,,49ab9399e51ee66af0ee45bca52432f6,2020-01-04T03:23:29.966Z
4307,,,,,14267184.29,8456617.77,5361443.52,2020-01-04T00:00:00.000Z,,905af77902f817ede3660d17999adfc0,2020-01-04T03:23:29.965Z
4317,1978,12527583.31,10311780.12,2215803.19,64728459.6,11446515.43,50469400.17,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,cf96099f1ad6e341a7808516ad6e1f50,2020-01-04T04:43:41.466Z
4332,373150,1656866364.76,1243222034.46,413644330.3,2023729742.99,1256813484.43,621115172.67,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,059fe453704c032c69f20b5cb15d5025,2020-01-04T04:43:41.481Z
4342,,,,,2790496.68,791445.42,1863093.23,2020-01-04T00:00:00.000Z,,49d818f511de43d4a7d705fe03545ac0,2020-01-04T03:23:29.973Z
4357,6080,20543787.44,13584223.45,6959563.99,7150110.17,1764655.06,5178999.12,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,746bcab5b1ff2381fc9dfe4e6873993a,2020-01-04T04:43:41.481Z
5009,,,,,5281075.21,,,2020-01-04T00:00:00.000Z,,ba7108a3c18d7f135334d76395c5fa4b,2020-01-04T03:23:30.041Z
4326,1579,5217208.76,4668384.17,548824.59,,,,,2020-01-04T00:00:00.000Z,91e287aec79d73fd47436760f95e1c37,2020-01-04T04:43:41.477Z
4336,1674,12950047.36,11123760.13,1826287.23,10788351.09,10361000.91,,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,54ba0cc4bace9974554c5e83c08b2506,2020-01-04T04:43:41.471Z
4219,,,,,9203081.12,159992.62,8957767.5,2020-01-04T00:00:00.000Z,,a74f73ee30c47a8915e9a97f73858c16,2020-01-04T03:23:29.827Z
4229,,,,,26119512.9,1925755.69,23494080.21,2020-01-04T00:00:00.000Z,,2f78497f2c192d4a389ea878ffc68882,2020-01-04T03:23:29.836Z
4244,,,,,4045956.31,452068.61,3463120.7,2020-01-04T00:00:00.000Z,,62764469b438f20bf57a0b3f40461a23,2020-01-04T03:23:29.838Z
