address,IHP Amount for Owners,Owners Approved,Owners <$10k,Owners $10-25k,Owners $25k - Max,Owners Max,IHP Amount for Renters,Renters Approved,Renters $25k - Max,Renters Max,incidentType,fyDeclared
"4438, OK, Tulsa (County)",4047505,456.0,310.0,92.0,54.0,0.0,368155,93.0,0.0,0.0,Severe Storm(s),2019.0
"4438, OK, Wagoner (County)",784389,81.0,57.0,13.0,11.0,0.0,35216,8.0,0.0,0.0,Severe Storm(s),2019.0
"4438, OK, Washington (County)",188311,44.0,37.0,5.0,2.0,0.0,47288,11.0,0.0,0.0,Severe Storm(s),2019.0
"4438, OK, Woods (County)",42222,25.0,25.0,0.0,0.0,0.0,1400,1.0,0.0,0.0,Severe Storm(s),2019.0
"4440, SD, Bennett (County)",15598,19.0,19.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Flood,2019.0
"4440, SD, Bon Homme (County)",110877,46.0,44.0,2.0,0.0,0.0,0,0.0,0.0,0.0,Flood,2019.0
"4440, SD, Charles Mix (County)",375129,112.0,101.0,9.0,2.0,0.0,41832,25.0,0.0,0.0,Flood,2019.0
"4440, SD, Dewey (County)",10726,6.0,6.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Flood,2019.0
"4440, SD, Hutchinson (County)",64081,28.0,28.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Flood,2019.0
"4440, SD, Jackson (County)",33768,15.0,15.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Flood,2019.0
"4440, SD, Mellette (County)",16358,10.0,10.0,0.0,0.0,0.0,892,1.0,0.0,0.0,Flood,2019.0
"4440, SD, Minnehaha (County)",416169,214.0,209.0,5.0,0.0,0.0,5446,3.0,0.0,0.0,Flood,2019.0
"4440, SD, Oglala Lakota (County)",388707,160.0,156.0,3.0,1.0,0.0,5046,5.0,0.0,0.0,Flood,2019.0
"4440, SD, Todd (County)",121649,69.0,68.0,1.0,0.0,0.0,6267,4.0,0.0,0.0,Flood,2019.0
"4440, SD, Turner (County)",115592,43.0,39.0,4.0,0.0,0.0,1430,1.0,0.0,0.0,Flood,2019.0
"4440, SD, Yankton (County)",346688,143.0,135.0,8.0,0.0,0.0,2063,2.0,0.0,0.0,Flood,2019.0
"4440, SD, Ziebach (County)",33353,11.0,10.0,1.0,0.0,0.0,0,0.0,0.0,0.0,Flood,2019.0
"4441, AR, Arkansas (County)",81285,11.0,7.0,4.0,0.0,0.0,0,0.0,0.0,0.0,Flood,2019.0
"4441, AR, Conway (County)",133908,9.0,2.0,7.0,0.0,0.0,3396,3.0,0.0,0.0,Flood,2019.0
"4441, AR, Crawford (County)",165240,18.0,12.0,4.0,2.0,0.0,8511,3.0,0.0,0.0,Flood,2019.0
"4441, AR, Desha (County)",373129,30.0,11.0,16.0,3.0,0.0,13863,6.0,0.0,0.0,Flood,2019.0
"4441, AR, Faulkner (County)",618663,101.0,83.0,12.0,6.0,0.0,18406,8.0,0.0,0.0,Flood,2019.0
"4441, AR, Jefferson (County)",3104634,245.0,132.0,67.0,46.0,0.0,63446,17.0,0.0,0.0,Flood,2019.0
"4441, AR, Lincoln (County)",104656,6.0,2.0,2.0,2.0,0.0,2062,1.0,0.0,0.0,Flood,2019.0
"4441, AR, Logan (County)",203556,12.0,6.0,2.0,4.0,0.0,2280,1.0,0.0,0.0,Flood,2019.0
"4441, AR, Perry (County)",1030132,86.0,48.0,23.0,15.0,0.0,51056,18.0,0.0,0.0,Flood,2019.0
"4441, AR, Pope (County)",51061,3.0,1.0,1.0,1.0,0.0,1396,1.0,0.0,0.0,Flood,2019.0
"4441, AR, Pulaski (County)",707463,114.0,92.0,15.0,7.0,0.0,61295,24.0,0.0,0.0,Flood,2019.0
"4441, AR, Sebastian (County)",1950585,163.0,82.0,59.0,22.0,0.0,63984,29.0,0.0,0.0,Flood,2019.0
"4441, AR, Yell (County)",108361,15.0,12.0,1.0,2.0,0.0,4550,1.0,0.0,0.0,Flood,2019.0
"4447, OH, Auglaize (County)",57173,6.0,4.0,1.0,1.0,0.0,0,0,0,0,Tornado,2019.0
"4447, OH, Darke (County)",589,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Tornado,2019.0
"4447, OH, Greene (County)",90143,14.0,12.0,0.0,2.0,0.0,291593,84.0,0.0,0.0,Tornado,2019.0
"4447, OH, Hocking (County)",47374,2.0,1.0,0.0,1.0,0.0,8354,2.0,0.0,0.0,Tornado,2019.0
"4447, OH, Mahoning (County)",628259,213.0,200.0,12.0,1.0,0.0,264868,162.0,0.0,0.0,Tornado,2019.0
"4447, OH, Mercer (County)",16056,8.0,8.0,0.0,0.0,0.0,12608,10.0,0.0,0.0,Tornado,2019.0
"4447, OH, Miami (County)",53622,7.0,6.0,0.0,1.0,0.0,17236,6.0,0.0,0.0,Tornado,2019.0
"4447, OH, Montgomery (County)",833207,233.0,220.0,9.0,4.0,0.0,5136801,2023.0,2.0,0.0,Tornado,2019.0
"4447, OH, Muskingum (County)",9907,6.0,6.0,0.0,0.0,0.0,7370,2.0,0.0,0.0,Tornado,2019.0
"4447, OH, Perry (County)",1209,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Tornado,2019.0
"4447, OH, Pickaway (County)",4018,2.0,2.0,0.0,0.0,0.0,25092,2.0,0.0,0.0,Tornado,2019.0
"4451, MO, Andrew (County)",222579,71.0,62.0,8.0,1.0,0.0,2089,2.0,0.0,0.0,Severe Storm(s),2019.0
"4451, MO, Atchison (County)",133177,28.0,24.0,3.0,1.0,0.0,6651,7.0,0.0,0.0,Severe Storm(s),2019.0
"4451, MO, Boone (County)",87469,6.0,3.0,1.0,2.0,0.0,11304,3.0,0.0,0.0,Severe Storm(s),2019.0
"4451, MO, Buchanan (County)",272204,58.0,51.0,3.0,4.0,0.0,22990,8.0,0.0,0.0,Severe Storm(s),2019.0
"4451, MO, Callaway (County)",56382,14.0,12.0,2.0,0.0,0.0,1378,1.0,0.0,0.0,Severe Storm(s),2019.0
"4451, MO, Carroll (County)",99839,31.0,28.0,3.0,0.0,0.0,10454,7.0,0.0,0.0,Severe Storm(s),2019.0
"4451, MO, Chariton (County)",292108,35.0,25.0,7.0,3.0,0.0,22022,7.0,0.0,0.0,Severe Storm(s),2019.0
"4451, MO, Cole (County)",413042,41.0,31.0,2.0,8.0,0.0,262874,104.0,0.0,0.0,Severe Storm(s),2019.0
"4451, MO, Greene (County)",66070,22.0,21.0,1.0,0.0,0.0,20101,2.0,0.0,0.0,Severe Storm(s),2019.0
"4451, MO, Holt (County)",657038,116.0,90.0,23.0,3.0,0.0,162031,47.0,0.0,0.0,Severe Storm(s),2019.0
"4451, MO, Jackson (County)",475753,76.0,59.0,11.0,6.0,0.0,52517,11.0,0.0,0.0,Severe Storm(s),2019.0
"4451, MO, Jasper (County)",177452,46.0,42.0,3.0,1.0,0.0,40910,4.0,0.0,0.0,Severe Storm(s),2019.0
"4451, MO, Jefferson (County)",50968,9.0,7.0,2.0,0.0,0.0,1848,1.0,0.0,0.0,Severe Storm(s),2019.0
"4451, MO, Lafayette (County)",48247,10.0,9.0,1.0,0.0,0.0,0,0.0,0.0,0.0,Severe Storm(s),2019.0
"4451, MO, Lewis (County)",56512,12.0,10.0,2.0,0.0,0.0,976,1.0,0.0,0.0,Severe Storm(s),2019.0
"4451, MO, Lincoln (County)",487843,87.0,74.0,8.0,5.0,0.0,65170,23.0,0.0,0.0,Severe Storm(s),2019.0
"4451, MO, Livingston (County)",167391,13.0,6.0,5.0,2.0,0.0,2206,1.0,0.0,0.0,Severe Storm(s),2019.0
"4451, MO, McDonald (County)",314841,49.0,39.0,9.0,1.0,0.0,26509,7.0,0.0,0.0,Severe Storm(s),2019.0
"4451, MO, Miller (County)",130439,15.0,11.0,2.0,2.0,0.0,103368,39.0,0.0,0.0,Severe Storm(s),2019.0
"4451, MO, Newton (County)",124830,40.0,38.0,2.0,0.0,0.0,46290,13.0,0.0,0.0,Severe Storm(s),2019.0
"4451, MO, Osage (County)",31260,10.0,9.0,1.0,0.0,0.0,0,0.0,0.0,0.0,Severe Storm(s),2019.0
"4451, MO, Pike (County)",224687,36.0,29.0,5.0,2.0,0.0,49273,13.0,0.0,0.0,Severe Storm(s),2019.0
"4451, MO, Platte (County)",22017,6.0,5.0,1.0,0.0,0.0,0,0.0,0.0,0.0,Severe Storm(s),2019.0
"4451, MO, Pulaski (County)",26412,6.0,5.0,1.0,0.0,0.0,0,0,0,0,Severe Storm(s),2019.0
"4451, MO, Saline (County)",17324,4.0,4.0,0.0,0.0,0.0,0,0,0,0,Severe Storm(s),2019.0
"4451, MO, St. Charles (County)",1427650,286.0,250.0,26.0,10.0,0.0,170364,56.0,0.0,0.0,Severe Storm(s),2019.0
"4454, TX, Cameron (County)",7114243,1119.0,846.0,270.0,3.0,0.0,712391,258.0,0.0,0.0,Flood,2019.0
"4454, TX, Hidalgo (County)",3298426,629.0,522.0,96.0,11.0,0.0,232832,108.0,0.0,0.0,Flood,2019.0
"4454, TX, Willacy (County)",1142243,192.0,144.0,47.0,1.0,0.0,150377,73.0,0.0,0.0,Flood,2019.0
"4466, TX, Chambers (County)",3623895,448.0,298.0,144.0,6.0,0.0,316906,93.0,0.0,0.0,Flood,2020.0
"4466, TX, Harris (County)",7411940,1333.0,1063.0,264.0,6.0,0.0,2061022,771.0,0.0,0.0,Flood,2020.0
"4466, TX, Jefferson (County)",18405207,2319.0,1436.0,842.0,41.0,0.0,3933428,1207.0,0.0,0.0,Flood,2020.0
"4466, TX, Liberty (County)",3696788,579.0,435.0,137.0,7.0,0.0,566726,184.0,0.0,0.0,Flood,2020.0
"4466, TX, Montgomery (County)",8022615,1100.0,780.0,293.0,27.0,0.0,813403,207.0,0.0,0.0,Flood,2020.0
"4466, TX, Orange (County)",9672865,1585.0,1186.0,374.0,25.0,0.0,1039349,322.0,0.0,0.0,Flood,2020.0
"4466, TX, San Jacinto (County)",82351,20.0,18.0,2.0,0.0,0.0,4214,3.0,0.0,0.0,Flood,2020.0
"4332, TX, Evangeline (Parish)",0,0,0,0,0,0,500,1.0,0.0,0.0,0,0
"4337, FL, Chatham (County)",0,0,0,0,0,0,500,1.0,0.0,0.0,0,0
